c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
ti_ceil_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_crossover_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in ceil.c (expands to `(void)options; return 0;`). Not emitted: the ceil.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_crossover_start is wrong by construction (SACTOR's translation of C ti_crossover_start from crossover.c, assembled_unidiomatic.rs:86); no Rust ti_ceil_start exists (and the bodies differ: C ti_ceil_start = `0`, Rust ti_crossover_start = `1`)."
ti_cos,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"cos.c (macro-generated). Not emitted: the cos.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_cos_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_kvo_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in cos.c (expands to `(void)options; return 0;`). Not emitted: the cos.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_kvo_start is wrong by construction (SACTOR's translation of C ti_kvo_start from kvo.c, assembled_unidiomatic.rs:151); no Rust ti_cos_start exists (and the bodies differ: C ti_cos_start = `0`, Rust ti_kvo_start = `1`)."
ti_cosh,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"cosh.c (macro-generated). Not emitted: the cosh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_cosh_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_crossany_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE1 macro in cosh.c (expands to `(void)options; return 0;`). Not emitted: the cosh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_crossany_start is wrong by construction (SACTOR's translation of C ti_crossany_start from crossany.c, assembled_unidiomatic.rs:80); no Rust ti_cosh_start exists (and the bodies differ: C ti_cosh_start = `0`, Rust ti_crossany_start = `1`)."
ti_div,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"div.c (macro-generated). Not emitted: the div.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_div_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_psar_start,0.559,-0.105,ABSTAIN,single-source,NONE,"SIMPLE2 macro in div.c (expands to `(void)options; return 0;`). Not emitted: the div.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_psar_start is wrong by construction (SACTOR's translation of C ti_psar_start from psar.c, assembled_unidiomatic.rs:233); no Rust ti_div_start exists (and the bodies differ: C ti_div_start = `0`, Rust ti_psar_start = `1`)."
ti_exp,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"exp.c (macro-generated). Not emitted: the exp.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_exp_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_ultosc_start,0.542,-0.095,ABSTAIN,single-source,NONE,"SIMPLE1 macro in exp.c (expands to `(void)options; return 0;`). Not emitted: the exp.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_ultosc_start is wrong by construction (SACTOR's translation of C ti_ultosc_start from ultosc.c, assembled_unidiomatic.rs:324); no Rust ti_exp_start exists (and the bodies differ: C ti_exp_start = `0`, Rust ti_ultosc_start = `(int)options[2]`)."
ti_floor,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"floor.c (macro-generated). Not emitted: the floor.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_floor_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_rsi_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE1 macro in floor.c (expands to `(void)options; return 0;`). Not emitted: the floor.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_rsi_start is wrong by construction (SACTOR's translation of C ti_rsi_start from rsi.c, assembled_unidiomatic.rs:260); no Rust ti_floor_start exists (and the bodies differ: C ti_floor_start = `0`, Rust ti_rsi_start = `(int)options[0]`)."
ti_indicator_count,,,() -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"indicators.c:44-46 (one-line accessor). Not emitted: the indicators.c TU translated only its first function ti_version and then aborted at ""Failed to link project-level harness"" (RUN.md); ti_indicator_count never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_ln,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"ln.c (macro-generated). Not emitted: the ln.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_ln_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_vhf_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE1 macro in ln.c (expands to `(void)options; return 0;`). Not emitted: the ln.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_vhf_start is wrong by construction (SACTOR's translation of C ti_vhf_start from vhf.c, assembled_unidiomatic.rs:339); no Rust ti_ln_start exists (and the bodies differ: C ti_ln_start = `0`, Rust ti_vhf_start = `(int)options[0]`)."
ti_log10,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"log10.c (macro-generated). Not emitted: the log10.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_log10_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_msw_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE1 macro in log10.c (expands to `(void)options; return 0;`). Not emitted: the log10.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_msw_start is wrong by construction (SACTOR's translation of C ti_msw_start from msw.c, assembled_unidiomatic.rs:210); no Rust ti_log10_start exists (and the bodies differ: C ti_log10_start = `0`, Rust ti_msw_start = `(int)options[0]`)."
ti_mul,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"mul.c (macro-generated). Not emitted: the mul.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_mul_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_aroon_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE2 macro in mul.c (expands to `(void)options; return 0;`). Not emitted: the mul.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_aroon_start is wrong by construction (SACTOR's translation of C ti_aroon_start from aroon.c, assembled_unidiomatic.rs:29); no Rust ti_mul_start exists (and the bodies differ: C ti_mul_start = `0`, Rust ti_aroon_start = `(int)options[0]`)."
ti_round,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"round.c (macro-generated). Not emitted: the round.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_round_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_mom_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE1 macro in round.c (expands to `(void)options; return 0;`). Not emitted: the round.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_mom_start is wrong by construction (SACTOR's translation of C ti_mom_start from mom.c, assembled_unidiomatic.rs:205); no Rust ti_round_start exists (and the bodies differ: C ti_round_start = `0`, Rust ti_mom_start = `(int)options[0]`)."
ti_sin,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sin.c (macro-generated). Not emitted: the sin.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sin_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_lag_start,0.541,-0.101,ABSTAIN,single-source,NONE,"SIMPLE1 macro in sin.c (expands to `(void)options; return 0;`). Not emitted: the sin.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_lag_start is wrong by construction (SACTOR's translation of C ti_lag_start from lag.c, assembled_unidiomatic.rs:157); no Rust ti_sin_start exists (and the bodies differ: C ti_sin_start = `0`, Rust ti_lag_start = `(int)options[0]`)."
ti_sinh,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sinh.c (macro-generated). Not emitted: the sinh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sinh_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_min_start,0.292,-0.267,ABSTAIN,single-source,NONE,"SIMPLE1 macro in sinh.c (expands to `(void)options; return 0;`). Not emitted: the sinh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_min_start is wrong by construction (SACTOR's translation of C ti_min_start from min.c, assembled_unidiomatic.rs:200); no Rust ti_sinh_start exists (and the bodies differ: C ti_sinh_start = `0`, Rust ti_min_start = `(int)options[0]-1`)."
ti_sqrt,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sqrt.c (macro-generated). Not emitted: the sqrt.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sqrt_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_marketfi_start,0.545,-0.1,ABSTAIN,single-source,NONE,"SIMPLE1 macro in sqrt.c (expands to `(void)options; return 0;`). Not emitted: the sqrt.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_marketfi_start is wrong by construction (SACTOR's translation of C ti_marketfi_start from marketfi.c, assembled_unidiomatic.rs:168); no Rust ti_sqrt_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_sub,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sub.c (macro-generated). Not emitted: the sub.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sub_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_ad_start,0.545,-0.1,ABSTAIN,single-source,NONE,"SIMPLE2 macro in sub.c (expands to `(void)options; return 0;`). Not emitted: the sub.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_ad_start is wrong by construction (SACTOR's translation of C ti_ad_start from ad.c, assembled_unidiomatic.rs:9); no Rust ti_sub_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_tan,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tan.c (macro-generated). Not emitted: the tan.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tan_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_ema_start,0.545,-0.1,ABSTAIN,single-source,NONE,"SIMPLE1 macro in tan.c (expands to `(void)options; return 0;`). Not emitted: the tan.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_ema_start is wrong by construction (SACTOR's translation of C ti_ema_start from ema.c, assembled_unidiomatic.rs:122); no Rust ti_tan_start exists. Note the two C bodies are identical clones (`0`), so only provenance separates them."
ti_tanh,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"tanh.c (macro-generated). Not emitted: the tanh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_tanh_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_apo_start,0.545,-0.1,ABSTAIN,single-source,NONE,"SIMPLE1 macro in tanh.c (expands to `(void)options; return 0;`). Not emitted: the tanh.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_apo_start is wrong by construction (SACTOR's translation of C ti_apo_start from apo.c, assembled_unidiomatic.rs:24); no Rust ti_tanh_start exists (and the bodies differ: C ti_tanh_start = `0`, Rust ti_apo_start = `1`)."
ti_todeg,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"todeg.c (macro-generated). Not emitted: the todeg.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_todeg_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_sma_start,0.294,-0.266,ABSTAIN,single-source,NONE,"SIMPLE1 macro in todeg.c (expands to `(void)options; return 0;`). Not emitted: the todeg.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_sma_start is wrong by construction (SACTOR's translation of C ti_sma_start from sma.c, assembled_unidiomatic.rs:265); no Rust ti_todeg_start exists (and the bodies differ: C ti_todeg_start = `0`, Rust ti_sma_start = `(int)options[0]-1`)."
ti_torad,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"torad.c (macro-generated). Not emitted: the torad.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_torad_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_stddev_start,0.294,-0.266,ABSTAIN,single-source,NONE,"SIMPLE1 macro in torad.c (expands to `(void)options; return 0;`). Not emitted: the torad.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_stddev_start is wrong by construction (SACTOR's translation of C ti_stddev_start from stddev.c, assembled_unidiomatic.rs:271); no Rust ti_torad_start exists (and the bodies differ: C ti_torad_start = `0`, Rust ti_stddev_start = `(int)options[0]-1`)."
ti_trunc,,,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"trunc.c (macro-generated). Not emitted: the trunc.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_trunc_start,,,(options: const double *) -> int,,,NO_MAP,,,,ti_stderr_start,0.294,-0.266,ABSTAIN,single-source,NONE,"SIMPLE1 macro in trunc.c (expands to `(void)options; return 0;`). Not emitted: the trunc.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Forced matcher proposal ti_stderr_start is wrong by construction (SACTOR's translation of C ti_stderr_start from stderr.c, assembled_unidiomatic.rs:277); no Rust ti_trunc_start exists (and the bodies differ: C ti_trunc_start = `0`, Rust ti_stderr_start = `(int)options[0]-1`)."
ti_version,,,() -> const char *,,,NO_MAP,,,ti_version,ti_version,0.598,-0.06,ABSTAIN,single-source,ti_version,"C indicators.c:44 `return TI_VERSION  (indicators.h:46 #define TI_VERSION ""0.9.2"")` -> Rust assembled_unidiomatic.rs:334 `b""0.9.2\0"".as_ptr() as *const c_char`: genuine translation, same computation. Macro TI_VERSION inlined to the same literal. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_version: correct. Forced matcher proposal ti_version is correct (the only correct forced proposal in this cell)."
